,id,age,dietary considerations,state,user agent
815,520,95,['celiac'],Australian Capital Territory,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/51.0.882.0 Safari/534.2"
376,563,43,[],Northern Territory,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/59.0.860.0 Safari/535.0"
365,952,41,['celiac'],Western Australia,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/18.0.873.0 Safari/535.1"
353,161,40,"['nut allergy', 'lactose intolerant']",New South Wales,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/49.0.867.0 Safari/535.2"
593,281,68,['celiac'],Western Australia,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/24.0.882.0 Safari/536.2"
433,655,49,[],New South Wales,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/55.0.836.0 Safari/536.2"
863,456,100,['nut allergy'],Australian Capital Territory,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/61.0.847.0 Safari/536.2"
514,876,57,['lactose intolerant'],Tasmania,Opera/8.11.(Windows NT 5.01; cmn-TW) Presto/2.9.178 Version/12.00
620,418,70,[],New South Wales,Opera/8.11.(X11; Linux x86_64; szl-PL) Presto/2.9.176 Version/10.00
903,445,104,"['none', 'lactose intolerant']",Northern Territory,Opera/8.12.(X11; Linux i686; ug-CN) Presto/2.9.170 Version/11.00
449,788,50,"['lactose intolerant', 'vegan']",South Australia,Opera/8.13.(Windows NT 5.01; mn-MN) Presto/2.9.166 Version/12.00
429,890,48,['celiac'],Western Australia,Opera/8.13.(X11; Linux i686; om-ET) Presto/2.9.175 Version/10.00
225,797,25,"['vegetarian', 'lactose intolerant']",Tasmania,Opera/8.14.(X11; Linux i686; br-FR) Presto/2.9.187 Version/11.00
152,852,17,[],South Australia,Opera/8.15.(Windows 95; ast-ES) Presto/2.9.175 Version/10.00
541,83,61,[],Western Australia,Opera/8.15.(Windows 98; hak-TW) Presto/2.9.166 Version/11.00
946,436,109,[],Western Australia,Opera/8.17.(Windows 98; st-ZA) Presto/2.9.166 Version/10.00
329,893,35,['vegan'],New South Wales,Opera/8.17.(X11; Linux i686; bg-BG) Presto/2.9.185 Version/11.00
796,853,92,[],South Australia,Opera/8.18.(X11; Linux i686; km-KH) Presto/2.9.184 Version/11.00
780,955,89,['celiac'],Queensland,Opera/8.18.(X11; Linux i686; lt-LT) Presto/2.9.187 Version/10.00
810,889,94,[],Victoria,Opera/8.19.(Windows NT 5.01; cmn-TW) Presto/2.9.167 Version/11.00
869,494,101,[],Victoria,Opera/8.20.(X11; Linux i686; cmn-TW) Presto/2.9.167 Version/11.00
684,838,78,['none'],Victoria,Opera/8.21.(Windows NT 5.01; mt-MT) Presto/2.9.162 Version/12.00
709,752,81,['lactose intolerant'],Tasmania,Opera/8.21.(X11; Linux i686; ht-HT) Presto/2.9.185 Version/11.00
384,475,44,"['none', 'vegetarian']",Western Australia,Opera/8.21.(X11; Linux i686; shs-CA) Presto/2.9.185 Version/12.00
381,394,44,"['none', 'vegetarian']",New South Wales,Opera/8.23.(X11; Linux x86_64; apn-IN) Presto/2.9.172 Version/10.00
737,196,84,['lactose intolerant'],Northern Territory,Opera/8.23.(X11; Linux x86_64; rw-RW) Presto/2.9.171 Version/11.00
520,513,58,['nut allergy'],Tasmania,Opera/8.24.(X11; Linux i686; tl-PH) Presto/2.9.172 Version/11.00
65,548,8,['none'],Australian Capital Territory,Opera/8.25.(X11; Linux x86_64; mai-IN) Presto/2.9.177 Version/12.00
995,328,116,[],Queensland,Opera/8.27.(Windows NT 6.1; ti-ET) Presto/2.9.165 Version/11.00
958,804,110,"['celiac', 'celiac']",Western Australia,Opera/8.27.(X11; Linux i686; apn-IN) Presto/2.9.164 Version/12.00
19,261,3,['none'],Queensland,Opera/8.28.(Windows NT 5.2; pt-PT) Presto/2.9.171 Version/10.00
935,579,108,"['none', 'vegan']",Australian Capital Territory,Opera/8.28.(X11; Linux x86_64; doi-IN) Presto/2.9.188 Version/11.00
241,393,27,"['celiac', 'vegetarian']",Northern Territory,Opera/8.31.(Windows NT 5.2; mag-IN) Presto/2.9.184 Version/10.00
442,191,50,"['vegetarian', 'nut allergy']",New South Wales,Opera/8.31.(X11; Linux x86_64; apn-IN) Presto/2.9.170 Version/11.00
851,236,99,['vegan'],Queensland,Opera/8.32.(X11; Linux i686; eo-US) Presto/2.9.187 Version/12.00
521,562,58,['vegetarian'],South Australia,Opera/8.33.(Windows NT 5.0; id-ID) Presto/2.9.162 Version/10.00
400,966,45,"['vegetarian', 'lactose intolerant']",Northern Territory,Opera/8.34.(Windows 95; csb-PL) Presto/2.9.164 Version/11.00
306,990,32,"['nut allergy', 'vegetarian']",Queensland,Opera/8.35.(Windows NT 5.01; xh-ZA) Presto/2.9.183 Version/11.00
846,741,98,['nut allergy'],South Australia,Opera/8.35.(Windows NT 6.2; apn-IN) Presto/2.9.182 Version/10.00
266,75,29,['celiac'],Western Australia,Opera/8.36.(Windows 98; crh-UA) Presto/2.9.175 Version/10.00
165,396,19,['lactose intolerant'],South Australia,Opera/8.36.(X11; Linux i686; lt-LT) Presto/2.9.165 Version/10.00
201,585,23,"['nut allergy', 'none']",South Australia,Opera/8.37.(X11; Linux i686; fr-LU) Presto/2.9.171 Version/12.00
519,338,58,[],Tasmania,Opera/8.40.(X11; Linux x86_64; ga-IE) Presto/2.9.163 Version/10.00
710,837,81,['vegetarian'],Queensland,Opera/8.40.(X11; Linux x86_64; sc-IT) Presto/2.9.185 Version/10.00
121,639,13,[],Queensland,Opera/8.41.(X11; Linux i686; kk-KZ) Presto/2.9.167 Version/12.00
511,632,57,[],Queensland,Opera/8.42.(X11; Linux i686; nan-TW) Presto/2.9.165 Version/12.00
44,406,6,"['nut allergy', 'vegetarian']",Australian Capital Territory,Opera/8.42.(X11; Linux x86_64; st-ZA) Presto/2.9.188 Version/11.00
407,884,46,[],New South Wales,Opera/8.44.(Windows 98; Win 9x 4.90; ml-IN) Presto/2.9.175 Version/12.00
712,38,82,[],Queensland,Opera/8.45.(Windows 95; cmn-TW) Presto/2.9.162 Version/11.00
964,223,112,[],New South Wales,Opera/8.47.(X11; Linux i686; km-KH) Presto/2.9.170 Version/12.00
284,366,30,"['none', 'nut allergy']",Australian Capital Territory,Opera/8.47.(X11; Linux x86_64; fi-FI) Presto/2.9.178 Version/11.00
132,135,15,"['none', 'nut allergy']",New South Wales,Opera/8.47.(X11; Linux x86_64; ja-JP) Presto/2.9.179 Version/12.00
686,0,79,"['celiac', 'vegan']",Tasmania,Opera/8.48.(Windows NT 5.01; si-LK) Presto/2.9.169 Version/12.00
436,760,49,[],Queensland,Opera/8.49.(X11; Linux i686; ti-ET) Presto/2.9.185 Version/11.00
571,95,65,['celiac'],Western Australia,Opera/8.49.(X11; Linux x86_64; oc-FR) Presto/2.9.185 Version/12.00
639,370,73,['none'],Australian Capital Territory,Opera/8.53.(Windows 98; gu-IN) Presto/2.9.174 Version/11.00
558,144,63,"['vegetarian', 'none']",Northern Territory,Opera/8.55.(Windows 95; ak-GH) Presto/2.9.184 Version/10.00
973,833,113,[],Queensland,Opera/8.55.(X11; Linux i686; ml-IN) Presto/2.9.188 Version/10.00
619,402,70,['lactose intolerant'],Tasmania,Opera/8.55.(X11; Linux x86_64; id-ID) Presto/2.9.166 Version/12.00
405,763,46,"['celiac', 'vegan']",Queensland,Opera/8.56.(Windows NT 4.0; hne-IN) Presto/2.9.175 Version/10.00
368,340,42,['lactose intolerant'],Northern Territory,Opera/8.56.(X11; Linux i686; cs-CZ) Presto/2.9.165 Version/10.00
842,574,98,['nut allergy'],Tasmania,Opera/8.56.(X11; Linux i686; de-BE) Presto/2.9.190 Version/11.00
264,27,29,"['vegetarian', 'lactose intolerant']",Western Australia,Opera/8.56.(X11; Linux x86_64; om-ET) Presto/2.9.164 Version/11.00
524,92,59,[],Northern Territory,Opera/8.56.(X11; Linux x86_64; quz-PE) Presto/2.9.184 Version/12.00
402,97,46,['celiac'],South Australia,Opera/8.58.(Windows NT 4.0; gv-GB) Presto/2.9.180 Version/10.00
43,374,6,[],New South Wales,Opera/8.59.(Windows NT 5.2; da-DK) Presto/2.9.180 Version/11.00
634,986,72,[],South Australia,Opera/8.59.(X11; Linux i686; sat-IN) Presto/2.9.169 Version/11.00
872,767,101,[],Victoria,Opera/8.59.(X11; Linux x86_64; cy-GB) Presto/2.9.163 Version/12.00
268,369,29,"['vegetarian', 'none']",Tasmania,Opera/8.59.(X11; Linux x86_64; wae-CH) Presto/2.9.189 Version/12.00
881,702,102,[],Queensland,Opera/8.60.(Windows NT 5.1; ckb-IQ) Presto/2.9.174 Version/10.00
288,215,31,"['celiac', 'none']",Western Australia,Opera/8.60.(Windows NT 5.2; ks-IN) Presto/2.9.180 Version/12.00
766,139,88,['lactose intolerant'],Australian Capital Territory,Opera/8.63.(Windows NT 5.1; gl-ES) Presto/2.9.166 Version/11.00
555,725,62,"['vegan', 'celiac']",Queensland,Opera/8.63.(Windows NT 6.0; nso-ZA) Presto/2.9.188 Version/11.00
18,226,3,['lactose intolerant'],New South Wales,Opera/8.63.(Windows NT 6.2; vi-VN) Presto/2.9.182 Version/12.00
256,564,28,[],Western Australia,Opera/8.63.(X11; Linux x86_64; el-CY) Presto/2.9.168 Version/11.00
282,301,30,['lactose intolerant'],South Australia,Opera/8.64.(Windows 98; mi-NZ) Presto/2.9.187 Version/11.00
656,267,75,['vegetarian'],Queensland,Opera/8.64.(X11; Linux i686; sa-IN) Presto/2.9.161 Version/11.00
911,391,105,['nut allergy'],New South Wales,Opera/8.64.(X11; Linux x86_64; es-MX) Presto/2.9.174 Version/10.00
293,432,31,['nut allergy'],South Australia,Opera/8.65.(X11; Linux x86_64; nl-BE) Presto/2.9.167 Version/10.00
559,324,63,"['none', 'vegetarian']",Western Australia,Opera/8.66.(X11; Linux x86_64; quz-PE) Presto/2.9.184 Version/10.00
718,633,82,"['lactose intolerant', 'none']",Victoria,Opera/8.68.(X11; Linux i686; ga-IE) Presto/2.9.189 Version/11.00
476,490,53,[],Australian Capital Territory,Opera/8.69.(Windows 98; eu-FR) Presto/2.9.161 Version/10.00
255,482,28,"['vegan', 'lactose intolerant']",Northern Territory,Opera/8.69.(X11; Linux x86_64; gl-ES) Presto/2.9.161 Version/12.00
860,142,100,['nut allergy'],Northern Territory,Opera/8.69.(X11; Linux x86_64; my-MM) Presto/2.9.164 Version/11.00
481,982,53,[],Queensland,Opera/8.71.(Windows 98; gu-IN) Presto/2.9.173 Version/10.00
313,559,33,[],New South Wales,Opera/8.71.(X11; Linux i686; fo-FO) Presto/2.9.164 Version/10.00
194,713,22,"['vegetarian', 'vegetarian']",Western Australia,Opera/8.72.(Windows NT 6.1; en-HK) Presto/2.9.169 Version/11.00
257,589,28,[],Northern Territory,Opera/8.73.(X11; Linux i686; hu-HU) Presto/2.9.174 Version/12.00
963,756,111,[],Tasmania,Opera/8.75.(X11; Linux i686; da-DK) Presto/2.9.162 Version/11.00
311,461,33,"['lactose intolerant', 'vegetarian']",Western Australia,Opera/8.76.(Windows NT 5.2; crh-UA) Presto/2.9.160 Version/11.00
538,985,60,['vegan'],Victoria,Opera/8.77.(Windows NT 5.0; nl-BE) Presto/2.9.176 Version/10.00
576,906,65,['vegan'],Queensland,Opera/8.78.(Windows NT 6.1; gez-ET) Presto/2.9.185 Version/11.00
874,819,101,['nut allergy'],Queensland,Opera/8.78.(X11; Linux x86_64; quz-PE) Presto/2.9.190 Version/12.00
594,318,68,['celiac'],Northern Territory,Opera/8.79.(X11; Linux x86_64; iu-CA) Presto/2.9.179 Version/11.00
732,575,83,"['celiac', 'vegan']",New South Wales,Opera/8.80.(X11; Linux x86_64; niu-NU) Presto/2.9.177 Version/11.00
785,257,90,[],Tasmania,Opera/8.82.(X11; Linux i686; zh-CN) Presto/2.9.163 Version/12.00
450,847,50,['lactose intolerant'],Queensland,Opera/8.83.(X11; Linux x86_64; eo-US) Presto/2.9.175 Version/12.00
166,624,19,"['celiac', 'none']",Australian Capital Territory,Opera/8.84.(X11; Linux x86_64; fr-FR) Presto/2.9.177 Version/12.00
134,287,15,['vegetarian'],Australian Capital Territory,Opera/8.85.(X11; Linux i686; ko-KR) Presto/2.9.162 Version/10.00
870,602,101,['none'],Queensland,Opera/8.87.(Windows 98; Win 9x 4.90; gv-GB) Presto/2.9.172 Version/12.00
565,252,64,['lactose intolerant'],Tasmania,Opera/8.87.(Windows NT 5.0; sc-IT) Presto/2.9.166 Version/11.00
504,841,56,[],Victoria,Opera/8.87.(X11; Linux x86_64; ast-ES) Presto/2.9.181 Version/11.00
304,621,32,"['vegetarian', 'none']",New South Wales,Opera/8.88.(X11; Linux x86_64; km-KH) Presto/2.9.174 Version/11.00
917,949,105,['lactose intolerant'],Victoria,Opera/8.88.(X11; Linux x86_64; sat-IN) Presto/2.9.181 Version/11.00
41,322,6,"['lactose intolerant', 'nut allergy']",Queensland,Opera/8.89.(Windows NT 6.1; ht-HT) Presto/2.9.190 Version/11.00
831,586,97,"['vegan', 'nut allergy']",Tasmania,Opera/8.89.(Windows NT 6.2; fur-IT) Presto/2.9.163 Version/11.00
605,358,69,['celiac'],Australian Capital Territory,Opera/8.91.(X11; Linux x86_64; ko-KR) Presto/2.9.167 Version/11.00
641,447,73,['vegetarian'],Northern Territory,Opera/8.93.(X11; Linux i686; az-AZ) Presto/2.9.175 Version/11.00
238,126,27,[],Tasmania,Opera/8.94.(X11; Linux i686; lzh-TW) Presto/2.9.172 Version/10.00
800,309,93,['nut allergy'],Northern Territory,Opera/8.94.(X11; Linux x86_64; hsb-DE) Presto/2.9.160 Version/10.00
251,63,28,[],Tasmania,Opera/8.95.(Windows NT 4.0; et-EE) Presto/2.9.186 Version/12.00
675,79,78,['vegan'],Western Australia,Opera/8.95.(Windows NT 6.2; cmn-TW) Presto/2.9.178 Version/11.00
102,840,11,"['celiac', 'nut allergy']",Western Australia,Opera/8.96.(X11; Linux x86_64; kn-IN) Presto/2.9.163 Version/10.00
371,874,42,[],Australian Capital Territory,Opera/8.99.(X11; Linux x86_64; ps-AF) Presto/2.9.173 Version/12.00
775,16,89,['lactose intolerant'],Tasmania,Opera/9.10.(X11; Linux i686; bo-CN) Presto/2.9.172 Version/12.00
651,591,74,['lactose intolerant'],Victoria,Opera/9.10.(X11; Linux x86_64; lg-UG) Presto/2.9.166 Version/10.00
644,618,73,"['celiac', 'vegan']",New South Wales,Opera/9.13.(Windows NT 5.1; ku-TR) Presto/2.9.182 Version/11.00
495,729,55,[],Western Australia,Opera/9.14.(X11; Linux x86_64; niu-NU) Presto/2.9.176 Version/11.00
575,879,65,['vegan'],Northern Territory,Opera/9.16.(X11; Linux i686; ti-ET) Presto/2.9.164 Version/10.00
29,444,4,"['nut allergy', 'lactose intolerant']",Queensland,Opera/9.17.(X11; Linux x86_64; tl-PH) Presto/2.9.188 Version/10.00
388,158,45,['vegan'],Northern Territory,Opera/9.19.(X11; Linux x86_64; ig-NG) Presto/2.9.189 Version/10.00
417,10,48,"['nut allergy', 'lactose intolerant']",Western Australia,Opera/9.20.(X11; Linux i686; ur-IN) Presto/2.9.188 Version/11.00
585,703,67,['lactose intolerant'],New South Wales,Opera/9.20.(X11; Linux x86_64; mhr-RU) Presto/2.9.168 Version/10.00
931,866,107,[],Victoria,Opera/9.21.(X11; Linux i686; be-BY) Presto/2.9.160 Version/10.00
728,524,83,['lactose intolerant'],Tasmania,Opera/9.22.(Windows NT 6.2; os-RU) Presto/2.9.180 Version/11.00
553,539,62,[],Western Australia,Opera/9.22.(X11; Linux i686; fi-FI) Presto/2.9.184 Version/10.00
928,458,107,[],Western Australia,Opera/9.23.(Windows NT 5.2; fy-DE) Presto/2.9.181 Version/10.00
462,241,52,['celiac'],Tasmania,Opera/9.23.(Windows NT 6.1; ln-CD) Presto/2.9.184 Version/11.00
674,925,77,['nut allergy'],Northern Territory,Opera/9.23.(X11; Linux i686; lg-UG) Presto/2.9.174 Version/11.00
633,704,72,['none'],New South Wales,Opera/9.25.(Windows NT 6.1; mk-MK) Presto/2.9.170 Version/12.00
175,392,20,"['none', 'nut allergy']",Tasmania,Opera/9.25.(X11; Linux x86_64; se-NO) Presto/2.9.177 Version/10.00
617,331,70,[],Australian Capital Territory,Opera/9.25.(X11; Linux x86_64; sk-SK) Presto/2.9.182 Version/12.00
518,310,58,"['nut allergy', 'lactose intolerant']",Western Australia,Opera/9.26.(Windows NT 6.1; ss-ZA) Presto/2.9.160 Version/11.00
79,791,9,['vegan'],Northern Territory,Opera/9.28.(Windows NT 5.01; ml-IN) Presto/2.9.162 Version/12.00
707,535,81,[],Australian Capital Territory,Opera/9.31.(X11; Linux i686; as-IN) Presto/2.9.164 Version/11.00
908,786,104,['nut allergy'],South Australia,Opera/9.31.(X11; Linux i686; pl-PL) Presto/2.9.163 Version/10.00
739,963,84,['vegetarian'],Australian Capital Territory,Opera/9.32.(Windows CE; lzh-TW) Presto/2.9.171 Version/11.00
470,825,52,"['vegan', 'celiac']",Tasmania,Opera/9.32.(Windows NT 5.01; mai-IN) Presto/2.9.187 Version/10.00
186,714,21,[],Australian Capital Territory,Opera/9.34.(X11; Linux x86_64; fur-IT) Presto/2.9.168 Version/11.00
90,737,10,['lactose intolerant'],Western Australia,Opera/9.34.(X11; Linux x86_64; ln-CD) Presto/2.9.187 Version/10.00
386,823,44,[],Tasmania,Opera/9.37.(X11; Linux i686; fo-FO) Presto/2.9.189 Version/12.00
289,260,31,[],Western Australia,Opera/9.37.(X11; Linux i686; sq-ML) Presto/2.9.168 Version/10.00
479,815,53,['nut allergy'],South Australia,Opera/9.39.(Windows NT 6.1; sd-IN) Presto/2.9.189 Version/10.00
509,390,57,['lactose intolerant'],Australian Capital Territory,Opera/9.39.(Windows NT 6.2; crh-UA) Presto/2.9.165 Version/12.00
502,680,56,"['nut allergy', 'celiac']",Australian Capital Territory,Opera/9.40.(X11; Linux i686; cy-GB) Presto/2.9.172 Version/10.00
68,696,8,['vegetarian'],Northern Territory,Opera/9.40.(X11; Linux i686; mhr-RU) Presto/2.9.184 Version/12.00
267,293,29,[],Victoria,Opera/9.40.(X11; Linux x86_64; sq-ML) Presto/2.9.175 Version/11.00
33,308,5,['none'],Queensland,Opera/9.40.(X11; Linux x86_64; wa-BE) Presto/2.9.176 Version/12.00
24,660,3,['celiac'],Australian Capital Territory,Opera/9.41.(Windows 98; ar-DJ) Presto/2.9.169 Version/10.00
310,417,33,[],Northern Territory,Opera/9.41.(X11; Linux i686; tl-PH) Presto/2.9.186 Version/11.00
637,210,73,"['none', 'celiac']",Australian Capital Territory,Opera/9.42.(X11; Linux i686; fa-IR) Presto/2.9.165 Version/10.00
967,593,112,['lactose intolerant'],Western Australia,Opera/9.43.(X11; Linux i686; as-IN) Presto/2.9.173 Version/12.00
954,106,110,"['nut allergy', 'none']",South Australia,Opera/9.45.(Windows NT 4.0; ia-FR) Presto/2.9.160 Version/12.00
466,479,52,"['nut allergy', 'lactose intolerant']",Northern Territory,Opera/9.45.(X11; Linux i686; aa-ER) Presto/2.9.165 Version/10.00
676,100,78,[],Australian Capital Territory,Opera/9.45.(X11; Linux x86_64; gl-ES) Presto/2.9.187 Version/12.00
529,415,59,['lactose intolerant'],Northern Territory,Opera/9.47.(Windows 98; gl-ES) Presto/2.9.167 Version/11.00
868,263,101,[],Victoria,Opera/9.47.(Windows CE; lo-LA) Presto/2.9.185 Version/12.00
657,291,75,['celiac'],Tasmania,Opera/9.48.(Windows NT 5.01; ia-FR) Presto/2.9.182 Version/10.00
987,346,115,['vegan'],New South Wales,Opera/9.48.(X11; Linux i686; fur-IT) Presto/2.9.177 Version/11.00
833,796,97,"['celiac', 'nut allergy']",Queensland,Opera/9.48.(X11; Linux i686; unm-US) Presto/2.9.187 Version/10.00
195,772,22,[],Queensland,Opera/9.49.(Windows NT 5.0; kn-IN) Presto/2.9.170 Version/11.00
339,4,38,"['none', 'vegan']",South Australia,Opera/9.49.(Windows NT 6.1; br-FR) Presto/2.9.171 Version/10.00
117,192,13,['vegetarian'],Australian Capital Territory,Opera/9.49.(X11; Linux i686; quz-PE) Presto/2.9.180 Version/10.00
824,332,96,"['celiac', 'vegan']",New South Wales,Opera/9.49.(X11; Linux x86_64; gv-GB) Presto/2.9.169 Version/11.00
220,294,25,[],South Australia,Opera/9.50.(X11; Linux i686; wae-CH) Presto/2.9.188 Version/11.00
217,94,25,[],Tasmania,Opera/9.51.(X11; Linux x86_64; fa-IR) Presto/2.9.167 Version/12.00
968,617,112,[],Australian Capital Territory,Opera/9.53.(X11; Linux i686; ts-ZA) Presto/2.9.162 Version/10.00
62,437,8,['nut allergy'],Queensland,Opera/9.55.(X11; Linux x86_64; mr-IN) Presto/2.9.180 Version/10.00
373,958,42,[],Victoria,Opera/9.56.(X11; Linux i686; mr-IN) Presto/2.9.166 Version/11.00
348,397,39,[],Northern Territory,Opera/9.58.(X11; Linux i686; an-ES) Presto/2.9.167 Version/12.00
528,367,59,"['vegetarian', 'vegan']",New South Wales,Opera/9.58.(X11; Linux x86_64; el-CY) Presto/2.9.181 Version/11.00
825,603,96,['celiac'],Western Australia,Opera/9.60.(Windows NT 6.0; brx-IN) Presto/2.9.178 Version/10.00
315,799,33,['lactose intolerant'],South Australia,Opera/9.60.(X11; Linux i686; fil-PH) Presto/2.9.175 Version/11.00
72,46,9,"['lactose intolerant', 'none']",Queensland,Opera/9.60.(X11; Linux x86_64; ro-RO) Presto/2.9.166 Version/12.00
240,388,27,[],Northern Territory,Opera/9.61.(X11; Linux x86_64; ca-FR) Presto/2.9.175 Version/11.00
177,828,20,['vegetarian'],New South Wales,Opera/9.64.(X11; Linux x86_64; ml-IN) Presto/2.9.180 Version/12.00
950,726,109,['lactose intolerant'],Victoria,Opera/9.65.(Windows NT 5.1; sr-ME) Presto/2.9.170 Version/10.00
363,793,41,[],Western Australia,Opera/9.66.(Windows 95; eu-ES) Presto/2.9.176 Version/12.00
731,569,83,[],Western Australia,Opera/9.68.(Windows CE; ar-SY) Presto/2.9.190 Version/11.00
508,382,57,[],Tasmania,Opera/9.68.(X11; Linux x86_64; pap-AN) Presto/2.9.160 Version/10.00
494,510,55,[],Tasmania,Opera/9.70.(X11; Linux i686; my-MM) Presto/2.9.179 Version/11.00
210,472,24,"['celiac', 'lactose intolerant']",Tasmania,Opera/9.70.(X11; Linux i686; wa-BE) Presto/2.9.174 Version/12.00
525,264,59,[],New South Wales,Opera/9.70.(X11; Linux x86_64; ja-JP) Presto/2.9.176 Version/12.00
2,434,1,"['nut allergy', 'nut allergy']",Western Australia,Opera/9.71.(Windows NT 5.01; da-DK) Presto/2.9.169 Version/11.00
671,462,77,[],Australian Capital Territory,Opera/9.72.(Windows NT 6.0; lb-LU) Presto/2.9.162 Version/11.00
484,243,54,['lactose intolerant'],Tasmania,Opera/9.73.(Windows NT 5.0; raj-IN) Presto/2.9.175 Version/10.00
337,384,37,['celiac'],Victoria,Opera/9.76.(X11; Linux i686; kl-GL) Presto/2.9.168 Version/10.00
996,457,116,[],South Australia,Opera/9.76.(X11; Linux i686; tr-TR) Presto/2.9.173 Version/10.00
850,110,99,"['vegan', 'none']",Western Australia,Opera/9.81.(Windows 98; yo-NG) Presto/2.9.184 Version/12.00
169,931,19,[],New South Wales,Opera/9.81.(Windows CE; the-NP) Presto/2.9.163 Version/11.00
347,72,39,['lactose intolerant'],South Australia,Opera/9.81.(Windows NT 5.0; is-IS) Presto/2.9.188 Version/10.00
202,722,23,[],Australian Capital Territory,Opera/9.81.(X11; Linux x86_64; hu-HU) Presto/2.9.170 Version/12.00
350,712,39,['lactose intolerant'],South Australia,Opera/9.82.(Windows NT 6.1; sa-IN) Presto/2.9.180 Version/10.00
507,175,57,[],Australian Capital Territory,Opera/9.84.(Windows NT 4.0; ss-ZA) Presto/2.9.160 Version/11.00
535,635,60,"['vegetarian', 'vegetarian']",Australian Capital Territory,Opera/9.84.(Windows NT 6.0; hi-IN) Presto/2.9.188 Version/11.00
437,916,49,[],Western Australia,Opera/9.84.(Windows NT 6.2; tg-TJ) Presto/2.9.174 Version/12.00
777,699,89,"['vegan', 'none']",Victoria,Opera/9.85.(Windows NT 6.1; zu-ZA) Presto/2.9.184 Version/10.00
762,557,87,[],Queensland,Opera/9.88.(Windows NT 5.01; bs-BA) Presto/2.9.168 Version/10.00
106,115,12,"['celiac', 'vegetarian']",Western Australia,Opera/9.89.(X11; Linux x86_64; el-CY) Presto/2.9.175 Version/12.00
646,930,73,"['vegan', 'celiac']",Tasmania,Opera/9.90.(Windows NT 4.0; brx-IN) Presto/2.9.184 Version/12.00
39,748,5,['nut allergy'],Queensland,Opera/9.90.(X11; Linux i686; ro-RO) Presto/2.9.184 Version/12.00
838,273,98,['celiac'],New South Wales,Opera/9.91.(X11; Linux i686; cv-RU) Presto/2.9.177 Version/12.00
20,292,3,['none'],New South Wales,Opera/9.92.(Windows NT 5.0; gl-ES) Presto/2.9.169 Version/11.00
680,363,78,[],Australian Capital Territory,Opera/9.93.(Windows NT 5.1; nl-NL) Presto/2.9.173 Version/11.00
855,778,99,"['nut allergy', 'celiac']",Australian Capital Territory,Opera/9.93.(X11; Linux x86_64; en-PH) Presto/2.9.166 Version/12.00
344,365,38,[],New South Wales,Opera/9.94.(Windows 95; sv-FI) Presto/2.9.179 Version/12.00
34,347,5,['vegetarian'],Tasmania,Opera/9.94.(X11; Linux x86_64; wa-BE) Presto/2.9.177 Version/11.00
945,262,109,[],Northern Territory,Opera/9.95.(Windows 95; bn-IN) Presto/2.9.176 Version/10.00
487,616,54,"['nut allergy', 'vegetarian']",Queensland,Opera/9.96.(Windows NT 5.0; nr-ZA) Presto/2.9.188 Version/11.00
716,350,82,[],Western Australia,Opera/9.96.(Windows NT 6.1; apn-IN) Presto/2.9.177 Version/11.00
358,166,41,"['lactose intolerant', 'nut allergy']",Western Australia,Opera/9.97.(Windows NT 5.01; ca-ES) Presto/2.9.173 Version/11.00
298,894,31,[],Northern Territory,Opera/9.97.(Windows NT 6.0; mhr-RU) Presto/2.9.184 Version/10.00
468,556,52,[],Queensland,Opera/9.97.(X11; Linux x86_64; tg-TJ) Presto/2.9.164 Version/11.00
151,827,17,"['nut allergy', 'vegan']",South Australia,Opera/9.98.(Windows NT 6.1; tg-TJ) Presto/2.9.165 Version/12.00
423,228,48,"['lactose intolerant', 'nut allergy']",Tasmania,Opera/9.98.(X11; Linux x86_64; kk-KZ) Presto/2.9.166 Version/11.00
399,946,45,['lactose intolerant'],Queensland,Opera/9.98.(X11; Linux x86_64; ps-AF) Presto/2.9.173 Version/11.00
206,147,24,['vegetarian'],Australian Capital Territory,Opera/9.99.(Windows NT 4.0; hy-AM) Presto/2.9.172 Version/12.00
989,549,115,[],Northern Territory,Opera/9.99.(X11; Linux i686; uz-UZ) Presto/2.9.168 Version/12.00
952,33,110,"['none', 'lactose intolerant']",Australian Capital Territory,Opera/9.99.(X11; Linux x86_64; br-FR) Presto/2.9.181 Version/10.00
